study	cage	diet	mouse	colonytype	colony	timepoint	Species	Strain	isolation.source	body.part	country	date	plate	location_nooil	timeA_nooil	timeB_nooil	timeC_nooil	timeD_nooil	timeE_nooil	location_oil	timeA_oil	timeB_oil	timeC_oil	timeD_oil	timeE_oil	timeA	timeB	timeC	timeD	timeE	blank_nooil	blank_oil	ph	mouseweight	notes	Gavage	GavageGeneral
AP4	239560	LF	470	white	G	W10			mouse	SI	north america	10/11/16	plate2recheck	G5	0.115	0.153	0.406	0.824	1.012	G11	0.174	0.124	0.127	0.126	0.126	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239560	LF	470	white	H	W10			mouse	SI	north america	10/11/16	plate2recheck	H5	0.116	0.125	0.281	0.538	0.606	H11	0.178	0.123	0.129	0.131	0.134	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239561	HF	460	white	A	W10			mouse	SI	north america	10/11/16	plate2recheck	A6	0.123	0.112	0.183	0.42	0.537	A12	0.212	0.155	0.15	0.148	0.156	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	B	W10			mouse	SI	north america	10/11/16	plate2recheck	B6	0.114	0.111	0.173	0.469	0.65	B12	0.223	0.144	0.146	0.139	0.139	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	C	W10			mouse	SI	north america	10/11/16	plate2recheck	C6	0.121	0.118	0.214	0.54	0.739	C12	0.167	0.119	0.119	0.112	0.113	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	D	W10			mouse	SI	north america	10/11/16	plate2recheck	D6	0.115	0.118	0.272	0.734	0.974	D12	0.168	0.111	0.112	0.107	0.111	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	E	W10			mouse	SI	north america	10/11/16	plate2recheck	E6	0.123	0.121	0.232	0.668	0.909	E12	0.201	0.141	0.146	0.143	0.146	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	F	W10			mouse	SI	north america	10/11/16	plate2recheck	F6	0.139	0.188	0.562	0.949	1.061	F12	0.202	0.15	0.152	0.149	0.154	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	G	W10			mouse	SI	north america	10/11/16	plate2recheck	G6	0.118	0.126	0.33	0.702	0.812	G12	0.186	0.138	0.144	0.147	0.15	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239561	HF	460	white	H	W10			mouse	SI	north america	10/11/16	plate2recheck	H6	0.12	0.108	0.185	0.478	0.654	H12	0.165	0.117	0.12	0.121	0.122	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	NaCl	
AP4	239563	HF	410	nonwhite	A	W10			mouse	SI	north america	10/11/16	plate2recheck	A2	0.112	0.123	0.172	0.361	0.509	A8	0.187	0.124	0.128	0.127	0.129	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate2recheck	B2	0.11	0.111	0.15	0.347	0.481	B8	0.164	0.114	0.116	0.121	0.127	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	C	W10			mouse	SI	north america	10/11/16	plate2recheck	C2	0.111	0.109	0.132	0.201	0.322	C8	0.186	0.125	0.126	0.129	0.131	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate2recheck	D2	0.122	0.163	0.445	1.017	1.308	D8	0.198	0.148	0.148	0.151	0.153	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	E	W10			mouse	SI	north america	10/11/16	plate2recheck	E2	0.118	0.14	0.311	0.761	1.124	E8	0.174	0.13	0.134	0.135	0.136	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	F	W10			mouse	SI	north america	10/11/16	plate2recheck	F2	0.124	0.152	0.368	0.896	1.192	F8	0.172	0.137	0.17	0.234	0.312	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	G	W10			mouse	SI	north america	10/11/16	plate2recheck	G2	0.11	0.116	0.181	0.457	0.686	G8	0.145	0.114	0.195	0.414	0.67	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	410	nonwhite	H	W10			mouse	SI	north america	10/11/16	plate2recheck	H2	0.121	0.125	0.192	0.379	0.511	H8	0.164	0.119	0.12	0.123	0.127	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	A	W10			mouse	SI	north america	10/11/16	plate2recheck	A3	0.111	0.11	0.221	0.436	0.569	A9	0.191	0.149	0.165	0.169	0.172	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	B	W10			mouse	SI	north america	10/11/16	plate2recheck	B3	0.114	0.114	0.194	0.43	0.547	B9	0.15	0.108	0.153	0.351	0.54	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	C	W10			mouse	SI	north america	10/11/16	plate2recheck	C3	0.114	0.127	0.349	0.768	0.891	C9	0.198	0.138	0.142	0.145	0.147	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	D	W10			mouse	SI	north america	10/11/16	plate2recheck	D3	0.102	0.102	0.103	0.103	0.103	D9	0.18	0.123	0.127	0.13	0.132	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	E	W10			mouse	SI	north america	10/11/16	plate2recheck	E3	0.116	0.141	0.511	1.244	1.404	E9	0.194	0.141	0.143	0.152	0.157	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	F	W10			mouse	SI	north america	10/11/16	plate2recheck	F3	0.117	0.148	0.506	0.977	1.086	F9	0.2	0.144	0.151	0.155	0.154	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	G	W10			mouse	SI	north america	10/11/16	plate2recheck	G3	0.117	0.148	0.506	1.057	1.191	G9	0.147	0.113	0.13	0.195	0.304	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239563	HF	490	white	H	W10			mouse	SI	north america	10/11/16	plate2recheck	H3	0.115	0.105	0.122	0.2	0.285	H9	0.145	0.116	0.121	0.162	0.225	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged	18_2	oil
AP4	239556	LF	401	nonwhite	A	W10			mouse	SI	north america	10/11/16	plate3	A6	0.116	0.121	0.164	0.382	0.548	A12	0.187	0.133	0.135	0.129	0.13	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate3	B6	0.118	0.122	0.164	0.389	0.591	B12	0.161	0.127	0.128	0.166	0.262	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	C	W10			mouse	SI	north america	10/11/16	plate3	C6	0.119	0.125	0.168	0.374	0.582	C12	0.181	0.129	0.133	0.126	0.128	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate3	D6	0.119	0.124	0.16	0.384	0.574	D12	0.186	0.13	0.133	0.132	0.134	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	E	W10			mouse	SI	north america	10/11/16	plate3	E6	0.121	0.128	0.183	0.446	0.699	E12	0.189	0.133	0.135	0.133	0.135	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	F	W10			mouse	SI	north america	10/11/16	plate3	F6	0.119	0.124	0.194	0.496	0.7	F12	0.203	0.137	0.141	0.139	0.141	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	G	W10			mouse	SI	north america	10/11/16	plate3	G6	0.116	0.128	0.186	0.436	0.649	G12	0.194	0.135	0.14	0.149	0.166	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	401	nonwhite	H	W10			mouse	SI	north america	10/11/16	plate3	H6	0.115	0.119	0.157	0.369	0.584	H12	0.19	0.127	0.133	0.134	0.141	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239556	LF	455	nonwhite	A	W10			mouse	SI	north america	10/11/16	plate3	A3	0.118	0.163	0.474	0.877	1.031	A9	0.209	0.148	0.152	0.153	0.156	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate3	B3	0.121	0.157	0.428	0.859	1.021	B9	0.204	0.141	0.147	0.148	0.151	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	C	W10			mouse	SI	north america	10/11/16	plate3	C3	0.117	0.131	0.221	0.548	0.746	C9	0.209	0.15	0.156	0.159	0.163	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate3	D3	0.117	0.125	0.19	0.441	0.683	D9	0.209	0.148	0.157	0.162	0.166	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	E	W10			mouse	SI	north america	10/11/16	plate3	E3	0.117	0.126	0.194	0.466	0.69	E9	0.249	0.155	0.16	0.167	0.172	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	F	W10			mouse	SI	north america	10/11/16	plate3	F3	0.12	0.131	0.204	0.482	0.695	F9	0.241	0.146	0.151	0.158	0.161	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	G	W10			mouse	SI	north america	10/11/16	plate3	G3	0.115	0.121	0.168	0.406	0.655	G9	0.23	0.143	0.147	0.155	0.156	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	455	nonwhite	H	W10			mouse	SI	north america	10/11/16	plate3	H3	0.122	0.131	0.245	0.611	0.773	H9	0.224	0.141	0.147	0.155	0.16	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	A	W10			mouse	SI	north america	10/11/16	plate3	A4	0.118	0.161	0.471	0.872	1.024	A10	0.226	0.137	0.139	0.139	0.147	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate3	B4	0.117	0.127	0.207	0.511	0.703	B10	0.2	0.127	0.129	0.123	0.125	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	C	W10			mouse	SI	north america	10/11/16	plate3	C4	0.115	0.125	0.164	0.378	0.626	C10	0.202	0.131	0.135	0.135	0.137	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate3	D4	0.113	0.123	0.154	0.294	0.47	D10	0.191	0.133	0.138	0.138	0.139	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	E	W10			mouse	SI	north america	10/11/16	plate3	E4	0.115	0.125	0.17	0.381	0.576	E10	0.21	0.13	0.133	0.136	0.139	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	F	W10			mouse	SI	north america	10/11/16	plate3	F4	0.114	0.119	0.162	0.401	0.631	F10	0.183	0.127	0.13	0.131	0.133	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	G	W10			mouse	SI	north america	10/11/16	plate3	G4	0.114	0.12	0.16	0.371	0.629	G10	0.199	0.131	0.133	0.132	0.142	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	nonwhite	H	W10			mouse	SI	north america	10/11/16	plate3	H4	0.118	0.128	0.2	0.498	0.704	H10	0.185	0.126	0.177	0.413	0.659	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	A	W10			mouse	SI	north america	10/11/16	plate3	A2	0.116	0.14	0.382	0.783	0.943	A8	0.192	0.132	0.133	0.135	0.137	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	B	W10			mouse	SI	north america	10/11/16	plate3	B2	0.122	0.151	0.411	0.832	0.967	B8	0.162	0.129	0.143	0.251	0.432	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	C	W10			mouse	SI	north america	10/11/16	plate3	C2	0.113	0.119	0.153	0.302	0.463	C8	0.118	0.122	0.147	0.271	0.433	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	D	W10			mouse	SI	north america	10/11/16	plate3	D2	0.116	0.124	0.189	0.443	0.604	D8	0.213	0.136	0.139	0.145	0.148	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	E	W10			mouse	SI	north america	10/11/16	plate3	E2	0.118	0.124	0.162	0.376	0.597	E8	0.223	0.144	0.149	0.155	0.157	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	F	W10			mouse	SI	north america	10/11/16	plate3	F2	0.122	0.13	0.199	0.459	0.647	F8	0.219	0.145	0.15	0.151	0.154	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	G	W10			mouse	SI	north america	10/11/16	plate3	G2	0.12	0.125	0.17	0.402	0.634	G8	0.195	0.135	0.144	0.145	0.146	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239558	HF	440	white	H	W10			mouse	SI	north america	10/11/16	plate3	H2	0.118	0.122	0.154	0.349	0.569	H8	0.21	0.143	0.149	0.159	0.161	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239563	HF	490	nonwhite	A	W10			mouse	SI	north america	10/11/16	plate3	A5	0.12	0.128	0.209	0.466	0.634	A11	0.199	0.145	0.146	0.143	0.145	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate3	B5	0.123	0.141	0.23	0.481	0.679	B11	0.129	0.134	0.208	0.437	0.61	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	C	W10			mouse	SI	north america	10/11/16	plate3	C5	0.121	0.134	0.207	0.456	0.67	C11	0.211	0.126	0.129	0.144	0.173	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate3	D5	0.122	0.137	0.212	0.44	0.628	D11	0.217	0.143	0.147	0.144	0.144	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	E	W10			mouse	SI	north america	10/11/16	plate3	E5	0.116	0.124	0.199	0.505	0.702	E11	0.189	0.132	0.137	0.139	0.141	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	F	W10			mouse	SI	north america	10/11/16	plate3	F5	0.122	0.129	0.166	0.339	0.535	F11	0.18	0.131	0.126	0.122	0.123	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	G	W10			mouse	SI	north america	10/11/16	plate3	G5	0.121	0.131	0.198	0.441	0.636	G11	0.214	0.146	0.149	0.147	0.151	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239563	HF	490	nonwhite	H	W10			mouse	SI	north america	10/11/16	plate3	H5	0.124	0.133	0.208	0.444	0.63	H11	0.176	0.136	0.141	0.141	0.142	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		18_2	oil
AP4	239565	HF	444	nonwhite	B	W10			mouse	SI	north america	10/11/16	plate3	C1	0.121	0.132	0.251	0.602	0.747	C7	0.205	0.132	0.134	0.139	0.142	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239565	HF	444	nonwhite	D	W10			mouse	SI	north america	10/11/16	plate3	D1	0.119	0.128	0.204	0.495	0.664	D7	0.212	0.136	0.14	0.146	0.148	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA		NaCl	
AP4	239556	LF	401	nonwhite	B	W10			mouse	SI	north america	10/16/16	plate4	F3	0.086	0.095	0.111	0.281	0.403	F9	0.212	0.119	0.119	0.134	0.141	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239558	HF	440	nonwhite	H	W10			mouse	SI	north america	10/16/16	plate4	D3	0.082	0.098	0.126	0.402	0.546	D9	0.198	0.111	0.111	0.117	0.119	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239558	HF	440	white	B	W10			mouse	SI	north america	10/16/16	plate4	B3	0.086	0.1	0.154	0.551	0.688	B9	0.206	0.116	0.118	0.126	0.126	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239558	HF	440	white	C	W10			mouse	SI	north america	10/16/16	plate4	C3	0.083	0.095	0.115	0.311	0.419	C9	0.207	0.115	0.116	0.128	0.129	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239559	HF	408	white	A	W10			mouse	SI	north america	10/16/16	plate4	A4	0.086	0.115	0.258	0.82	0.895	A10	0.211	0.123	0.128	0.14	0.141	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	B	W10			mouse	SI	north america	10/16/16	plate4	B4	0.091	0.135	0.329	1.081	1.235	B10	0.155	0.104	0.108	0.127	0.146	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	C	W10			mouse	SI	north america	10/16/16	plate4	C4	0.091	0.126	0.31	1.089	1.149	C10	0.202	0.125	0.125	0.124	0.126	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	D	W10			mouse	SI	north america	10/16/16	plate4	D4	0.101	0.135	0.359	0.925	0.99	D10	0.193	0.118	0.118	0.123	0.124	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	E	W10			mouse	SI	north america	10/16/16	plate4	E4	0.092	0.123	0.241	0.975	1.046	E10	0.204	0.117	0.12	0.135	0.136	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	F	W10			mouse	SI	north america	10/16/16	plate4	F4	0.081	0.112	0.21	0.799	0.864	F10	0.171	0.112	0.117	0.123	0.126	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	G	W10			mouse	SI	north america	10/16/16	plate4	G4	0.086	0.12	0.273	0.917	0.97	G10	0.135	0.1	0.101	0.107	0.111	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	white	H	W10			mouse	SI	north america	10/16/16	plate4	H4	0.082	0.111	0.217	0.806	0.856	H10	0.126	0.1	0.109	0.143	0.167	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	D	W10			mouse	SI	north america	10/16/16	plate4	G2	0.082	0.109	0.211	0.897	0.974	G8	0.163	0.107	0.115	0.125	0.127	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	E	W10			mouse	SI	north america	10/16/16	plate4	H2	0.083	0.112	0.225	0.832	0.916	H8	0.164	0.108	0.112	0.119	0.122	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	H	W10			mouse	SI	north america	10/16/16	plate4	A3	0.081	0.102	0.196	0.731	0.834	A9	0.179	0.108	0.112	0.128	0.127	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239561	HF	460	nonwhite	A	W10			mouse	SI	north america	10/16/16	plate4	A5	0.081	0.091	0.122	0.395	0.531	A11	0.215	0.111	0.114	0.124	0.127	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	B	W10			mouse	SI	north america	10/16/16	plate4	B5	0.083	0.093	0.128	0.342	0.474	B11	0.223	0.118	0.129	0.134	0.139	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	C	W10			mouse	SI	north america	10/16/16	plate4	C5	0.084	0.094	0.11	0.273	0.378	C11	0.193	0.11	0.112	0.12	0.127	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	D	W10			mouse	SI	north america	10/16/16	plate4	D5	0.082	0.096	0.134	0.457	0.611	D11	0.162	0.103	0.106	0.126	0.141	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	E	W10			mouse	SI	north america	10/16/16	plate4	E5	0.088	0.1	0.112	0.277	0.386	E11	0.214	0.121	0.123	0.131	0.136	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	F	W10			mouse	SI	north america	10/16/16	plate4	F5	0.086	0.097	0.104	0.239	0.337	F11	0.18	0.11	0.109	0.114	0.117	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	G	W10			mouse	SI	north america	10/16/16	plate4	G5	0.084	0.096	0.126	0.38	0.508	G11	0.168	0.111	0.117	0.138	0.131	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239561	HF	460	nonwhite	H	W10			mouse	SI	north america	10/16/16	plate4	H5	0.087	0.094	0.11	0.279	0.382	H11	0.165	0.108	0.112	0.122	0.125	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	404	nonwhite	A	W10			mouse	SI	north america	10/16/16	plate4	A6	0.086	0.096	0.132	0.432	0.587	A12	0.173	0.099	0.103	0.106	0.109	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	B	W10			mouse	SI	north america	10/16/16	plate4	B6	0.087	0.098	0.108	0.245	0.335	B12	0.173	0.101	0.104	0.107	0.11	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	C	W10			mouse	SI	north america	10/16/16	plate4	C6	0.083	0.093	0.106	0.261	0.376	C12	0.153	0.096	0.099	0.109	0.12	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	D	W10			mouse	SI	north america	10/16/16	plate4	D6	0.084	0.131	0.108	0.291	0.398	D12	0.178	0.103	0.105	0.109	0.115	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	E	W10			mouse	SI	north america	10/16/16	plate4	E6	0.086	0.096	0.111	0.27	0.363	E12	0.157	0.1	0.101	0.108	0.113	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	F	W10			mouse	SI	north america	10/16/16	plate4	F6	0.087	0.102	0.122	0.302	0.405	F12	0.168	0.102	0.108	0.11	0.113	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	G	W10			mouse	SI	north america	10/16/16	plate4	G6	0.083	0.092	0.112	0.314	0.429	G12	0.222	0.133	0.139	0.146	0.151	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	404	nonwhite	H	W10			mouse	SI	north america	10/16/16	plate4	H6	0.087	0.095	0.116	0.322	0.434	H12	0.223	0.14	0.126	0.129	0.132	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239563	HF	410	nonwhite	G	W10			mouse	SI	north america	10/16/16	plate4	A2	0.084	0.097	0.152	0.505	0.652	A8	0.201	0.111	0.116	0.128	0.131	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239563	HF	410	nonwhite	E	W10			mouse	SI	north america	10/16/16	plate4	B2	0.09	0.112	0.16	0.514	0.675	B8	0.197	0.115	0.115	0.12	0.124	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA		18_2	oil
